quality_score,Owner,Country_of_Origin,Farm_Name,Company,Region,Producer,Number_of_Bags,Bag_Weight,In-Country_Partner,Harvest_Year,Grading_Date,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,Expiration,Certification_Body,Certification_Address,Certification_Contact,Altitude_Units,Lower_Altitude,Upper_Altitude
81.83,"Lin, Che-Hao Krude 林哲豪",Taiwan,Gao Chun Fang 高醇坊,Taiwan Coffee Laboratory,"Dongshan Dist., Tainan City 臺南市東山區",LIN SIN JI 林信吉,8,5,Specialty Coffee Association,2014,"April 30th, 2015",Typica,Completed,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,Sample  81.83,0%,0 full defects,0,Green,0 full defects,"April 29th, 2016",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,700,
81.83,EssenceCoffee,Indonesia,Dozen small farmer,Essence Coffee,Lington NiHuta,,300,10,Blossom Valley International,2014,"March 21st, 2015",Typica,Completed,Other,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,Sample  81.83,11%,2 full defects,0,None,6 full defects,"March 20th, 2016",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,meters,1300,
81.83,AFCA,Malawi,Kakoma,Mzuzu Coffee Planters Coop Union,Kakoma,Mzuzu Coffee Coop Union,24,60,Africa Fine Coffee Association,2014,"October 31st, 2014",Gesha,Completed,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,Sample  81.83,13%,0 full defects,0,Green,0 full defects,"October 31st, 2015",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,meters,1556,
81.83,Ipanema Coffees,Brazil,Rio Verde,Ipanema Coffees,South Minas Gerais,Ipanema Agrícola SA,320,2,Specialty Coffee Association,2014/2015,"October 15th, 2014",Bourbon,Completed,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,Sample  81.83,11%,0 full defects,0,Green,0 full defects,"October 15th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1100,
81.83,,Honduras,Gran Manzana y el Aguacate,CIGRAH,Comayagua,"Tomás Sosa, Juan Damaso",275,1,Instituto Hondureño del Café,2014,"May 16th, 2014",Caturra,Completed,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,Sample  81.83,10%,0 full defects,0,Green,4 full defects,"May 16th, 2015",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,meters,1350,
81.83,Kurt Kappeli,Mexico,various small farms,Globus Coffee,"Siltepec el Triunfo, Chiapas, Mexico",various small producers,280,2,Specialty Coffee Association,2014,"April 26th, 2014",Typica,Completed,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,Sample  81.83,11%,0 full defects,0,Green,0 full defects,"April 26th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1550,
81.83,Racafe & Cia S.C.A,Colombia,,Racafe & Cia S.C.A,HUILA,LA PLATA,50,70,Almacafé,2013,"July 19th, 2013",Caturra,Completed,Washed / Wet,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,Sample  81.83,0%,2 full defects,0,Bluish-Green,0 full defects,"July 19th, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,,
81.83,Kona Pacific Farmers Cooperative,United States (Hawaii),,Kona Pacific Farmers Cooperative,KONA,,19,45.3592,Specialty Coffee Association,2012,"March 6th, 2013",Hawaiian Kona,Completed,Natural / Dry,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,Sample  81.83,0%,1 full defects,0,Bluish-Green,1 full defects,"March 6th, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
81.83,Jacques Pereira Carneiro,Brazil,SERTAO FARM,Exportadora de Cafés Carmo de Minas LTDA,SUL DE MINAS,NAZARETH DIAS PEREIRA,300,60,Specialty Coffee Association,2012,"March 2nd, 2013",Bourbon,Completed,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,Sample  81.83,12%,0 full defects,0,Bluish-Green,0 full defects,"March 2nd, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1250,
81.83,Juan Luis Alvarado Romero,Guatemala,EL SACRAMENTO,"UNEX (GUATEMALA),S.A",ORIENTE,LUIS RODRIGUEZ,250,69,Asociacion Nacional Del Café,2013,"February 26th, 2013",Bourbon,Completed,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,Sample  81.83,11%,0 full defects,0,Green,1 full defects,"February 26th, 2014",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4300,
81.83,CHRISTINA DUSING,Mexico,FINCA MUXBAL,,VERACRUZ,MARIA MAGDALENA LUETHJE Y GRIS,302,1,AMECAFE,2012,"August 31st, 2012",Bourbon,Completed,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,Sample  81.83,12%,0 full defects,0,Green,2 full defects,"August 31st, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1500,
81.83,JORGE FRANCISCO MARTINEZ HACHITY,Mexico,EL DESEO,,COAEPEC,JORGE FRANCISCO MARTINEZ HACHITY,15,1,AMECAFE,2012,"July 11th, 2012",Typica,Completed,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,Sample  81.83,12%,0 full defects,0,Green,10 full defects,"July 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1250,
81.83,NUCOFFEE,Brazil,Cianorte,,Cerrado of Minas Gerais,Marilsa de Fatima Peternela,58,60,NUCOFFEE,2011,"October 28th, 2011",Mundo Novo,Completed,,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,Sample  81.83,2%,0 full defects,0,,2 full defects,"October 27th, 2012",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,meters,900,950
81.83,Exportadora de Cafe Condor S.A,Colombia,,,huila,,250,70,Almacafé,1t/2011,"June 14th, 2011",,Completed,,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,Sample  81.83,5%,0 full defects,0,,0 full defects,"June 13th, 2012",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1600,1800
81.83,Kona Pacific Farmers Cooperative,United States (Hawaii),Kona Pacific Farmers Cooperative,,Kona,,30,0,Specialty Coffee Association,,"May 24th, 2010",,Completed,,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,Sample  81.83,2%,3 full defects,0,,12 full defects,"May 24th, 2011",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
81.75,Juan Luis Alvarado Romero,Guatemala,LAS MERCEDITAS,"UNEX GUATEMALA, S.A.",SAN MARCOS,ANGEL DE LEON,50,69,Asociacion Nacional Del Café,2017,"June 22nd, 2017",Bourbon,Completed,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,Sample  81.75,11%,0 full defects,1,Green,1 full defects,"June 22nd, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,1700,
81.75,"Sunvirtue Co., Ltd.",Vietnam,APOLLO Estate,"Sunvirtue Co., Ltd.",Vietnam,Richard Yeh,1,2,Specialty Coffee Association,2014,"December 21st, 2015",Caturra,Completed,Washed / Wet,7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,Sample  81.75,12%,0 full defects,0,Bluish-Green,0 full defects,"December 20th, 2016",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1040,
81.75,Ngorogoro Convenant Estate,"Tanzania, United Republic Of",Ngorogoro Convenant Estate,Ngorogoro Convenant Estate,Ngorogoro,Ngorogoro Convenant Estate,1,60,Africa Fine Coffee Association,2014,"January 8th, 2015",Other,Completed,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,Sample  81.75,12%,0 full defects,0,Bluish-Green,4 full defects,"January 8th, 2016",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,meters,1500,1700
81.75,Cafe Politico,Brazil,,Cafe Politico,,,1,2.26796,Specialty Coffee Association,2013,"August 25th, 2014",,Completed,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,Sample  81.75,10%,0 full defects,0,Bluish-Green,1 full defects,"August 25th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
81.75,SAUL M. HERNANDEZ RAMIREZ,Mexico,LOS MAGUEYES,,"TENANGO DE DORIA, HIDALGO","PEREZ LEMUS, FELIX",10,1,AMECAFE,2012,"September 27th, 2012",Bourbon,Completed,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,Sample  81.75,13%,2 full defects,0,None,9 full defects,"September 27th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,774,
81.75,SERGIO LANDA ALARCON,Mexico,FINCA TEPICTLA,,TEPICTLA,SERGIO LANDA ALARCON,100,1,AMECAFE,2012,"September 10th, 2012",Mundo Novo,Completed,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,Sample  81.75,13%,0 full defects,0,Green,23 full defects,"September 10th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1250,
81.75,DIEGO MANUEL WOOLRICH RAMIREZ,Mexico,"ARROYO TRISTE, ARROYO TRISTE, SAN JOSE VISTA HERMOSA",,OAXACA,"CENEN TORRES CORTES, AVELINO TORES CORTES, JUAN VENTURA GUZMAN",42,1,AMECAFE,2012,"September 4th, 2012",Typica,Completed,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,Sample  81.75,11%,0 full defects,0,Green,1 full defects,"September 4th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1100,
81.75,ARMANDO LUIS POHLENZ MARTINEZ,Mexico,,BENEFICIO CUSTEPEC S.A. DE C.V.,LA CONCORDIA,ARMANDO LUIS POHLENZ MARTINEZ,250,1,AMECAFE,2012,"August 30th, 2012",Caturra,Completed,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,Sample  81.75,12%,10 full defects,0,Green,14 full defects,"August 30th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1550,
81.75,Enrique Eduardo Lopez Aguilar,Mexico,SANTA CRUZ - PANTE DOÑA GRACIELA,FINCA LAS NUBES,LA CONCORDIA,GRACIELA AGUILAR PERALTA,28,1,AMECAFE,2012,"June 6th, 2012",Typica,Completed,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,Sample  81.75,12%,0 full defects,0,,1 full defects,"June 6th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1650,
81.75,Exportadora de Cafe Condor S.A,Colombia,,Exportadora de Cafe Condor S.A,Huila,,250,70,Almacafé,2011,"December 22nd, 2011",Caturra,Completed,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,Sample  81.75,0%,0 full defects,0,Green,1 full defects,"December 21st, 2012",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1750,
81.75,Racafe & Cia S.C.A,Colombia,,,Huila,La Plata,275,70,Almacafé,Mayo a Julio,"October 4th, 2011",,Completed,,7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,Sample  81.75,8%,0 full defects,0,,0 full defects,"October 3rd, 2012",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,,
81.67,Ipanema Coffees,Brazil,Fazenda Capoeirinha,Ipanema Coffees,South of Minas Gerais,Ipanema Agricola S.A,320,60,Brazil Specialty Coffee Association,2017 / 2018,"October 20th, 2017",Bourbon,Completed,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,Sample  81.67,11%,0 full defects,0,Green,5 full defects,"October 20th, 2018",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,meters,890,
81.67,Juan Luis Alvarado Romero,Guatemala,LAS MERCEDITAS,"UNEX GUATEMALA, S.A.",SAN MARCOS,ANGEL DE LEON,50,69,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Bourbon,Completed,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,Sample  81.67,10%,0 full defects,0,Green,1 full defects,"August 22nd, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,1700,
81.67,Juan Luis Alvarado Romero,Guatemala,LA ESMERALDA,"UNEX GUATEMALA, S.A.",SANTA ROSA,JESUS RAMIREZ,80,69,Asociacion Nacional Del Café,2017,"June 5th, 2017",Bourbon,Completed,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,Sample  81.67,12%,0 full defects,1,Green,3 full defects,"June 5th, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4000,
81.67,CADEXSA,Honduras,BETHEL,CADEXSA,MARCALA,JOSE OMAR ACOSTA,275,69,Instituto Hondureño del Café,2016,"May 2nd, 2016",Catuai,Completed,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,Sample  81.67,11%,0 full defects,0,Blue-Green,2 full defects,"May 2nd, 2017",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,meters,1450,
81.67,Taylor Winch (Coffee) Ltd.,"Tanzania, United Republic Of",Ngima,VOLCAFE/TaylorWinch Tanzania Ltd,Mbinga,Ngima Amcos,320,60,Tanzanian Coffee Board,2016,"April 27th, 2016",,Completed,,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,Sample  81.67,0%,0 full defects,0,Green,1 full defects,"April 27th, 2017",Tanzanian Coffee Board,P.O.BOX 732,Carl Ulrick - +255 767 26 00 93,meters,1800,
81.67,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Nicaragua,Santa Matilde,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.","Jinotega, Nicaragua",Rolando Lacayo Cardenal,275,69,Instituto Hondureño del Café,,"March 11th, 2016",,Completed,,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,Sample  81.67,10%,0 full defects,0,Green,1 full defects,"March 11th, 2017",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,,,
81.67,Racafe & Cia S.C.A,Colombia,,Racafe & Cia S.C.A,La plata,,165,70,Almacafé,2016,"January 21st, 2016",,Completed,,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,Sample  81.67,0%,0 full defects,1,,1 full defects,"January 20th, 2017",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,
81.67,Ipanema Coffees,Brazil,Rio Verde,Ipanema Coffees,South of Minas Gerais,Ipanema Agrícola SA,320,2,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Yellow Bourbon,Completed,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,Sample  81.67,0%,0 full defects,0,Green,0 full defects,"October 7th, 2016",Brazil Specialty Coffee Association,"Rua Gaspar Batista Paiva, 416 – Santa Luiza Varginha/MG – Brazil",João Vitor - 55 35 3212-6302 or 3212-4705,meters,,
81.67,DAE Ltd Company,"Tanzania, United Republic Of",Multiple,DAE Ltd Company,Mbinga,DAE Ltd,20,60,Africa Fine Coffee Association,2014,"January 2nd, 2015",Other,Completed,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,Sample  81.67,12%,0 full defects,0,Green,0 full defects,"January 2nd, 2016",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,meters,1200,1800
81.67,Tembo Coffee Company Ltd,"Tanzania, United Republic Of",Ilomba 1,Tembo Coffee Company Ltd,"Ilomba Vilage, Mbozi",Tembo Coffee Company Ltd,10,60,Africa Fine Coffee Association,2013,"December 15th, 2014",Other,Completed,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,Sample  81.67,12%,0 full defects,0,Green,7 full defects,"December 15th, 2015",Africa Fine Coffee Association,"P.O.Box 27405, Plot 4, Bazarabuza Drive, Bugolobi, Kampala, Uganda.",Faith Asaji - +256 414 269 140,meters,1700,
81.67,Ipanema Coffees,Brazil,Rio Verde,Ipanema Coffees,South Minas Gerais,Ipanema Agrícola SA,300,2,Specialty Coffee Association,2014/2015,"October 16th, 2014",Bourbon,Completed,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,Sample  81.67,10%,0 full defects,0,Green,2 full defects,"October 16th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1260,
81.67,Chris Finch,Indonesia,,Volcafe Specialty Coffee,Bener Meriah,,320,4,Specialty Coffee Association,2013,"May 23rd, 2014",Sumatra,Completed,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,Sample  81.67,11%,0 full defects,0,Bluish-Green,0 full defects,"May 23rd, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
81.67,,Honduras,Gran Manzana y el Aguacate,CIGRAH,Comayagua,"Tomás Sosa, Juan Damaso",275,1,Instituto Hondureño del Café,2014,"May 16th, 2014",Caturra,Completed,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,Sample  81.67,10%,0 full defects,0,Green,5 full defects,"May 16th, 2015",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,meters,1400,
81.67,"CECA, S.A.",Costa Rica,Gamboa,"CECA,S.A.",Tarrazu,Martin Gutierrez,275,69,Specialty Coffee Association of Costa Rica,2013,"April 26th, 2014",Caturra,Completed,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,Sample  81.67,11%,0 full defects,0,Green,3 full defects,"April 26th, 2015",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,meters,1850,
81.67,Dane Loraas,Mexico,,Sustainable Harvest,Veracruz,Huatusco,320,2.26796,Specialty Coffee Association,2014,"April 2nd, 2014",,Completed,Washed / Wet,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,Sample  81.67,0%,0 full defects,0,Green,4 full defects,"April 2nd, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
81.67,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Mu he zi Coffee 木盒子咖啡園,Blossom Valley宸嶧國際,Changhua BaGuaShan 彰化市八卦山,Zhang ming fu 張明福,10,30,Blossom Valley International,2013/2014,"December 26th, 2013",Typica,Completed,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,Sample  81.67,11%,0 full defects,0,Green,0 full defects,"December 26th, 2014",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,meters,,
81.67,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Guo xin ka fei 國昕咖啡,Blossom Valley宸嶧國際,Nantou Guoxing 南投縣國姓鄉,Wu cai jin 吳蔡錦,10,30,Blossom Valley International,2013/2014,"December 26th, 2013",Typica,Completed,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,Sample  81.67,11%,0 full defects,0,Green,0 full defects,"December 26th, 2014",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,meters,750,
81.67,FREDY GORDILLO REYES,Mexico,UNION RAMAL SANTA CRUZ,UNION RAMAL SANTA CRUZ SPR DE RI,"LA CONCORDIA, CHIAPAS",UNION RAMAL SANTA CRUZ,310,1,AMECAFE,2013,"March 29th, 2013",Typica,Completed,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,Sample  81.67,12%,0 full defects,0,Green,6 full defects,"March 29th, 2014",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1400,
81.67,Juan Luis Alvarado Romero,Guatemala,FINCA EL MORITO,FINCA EL MORITO,JALAPA,"CAFE MOLINO MONTERROSO P,J. ROBERTO",275,69,Asociacion Nacional Del Café,2012,"October 5th, 2012",Bourbon,Completed,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,Sample  81.67,11%,0 full defects,0,Green,4 full defects,"October 5th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,5500,6000
81.67,VIRGINIA GORDILLO GORDILLO,Mexico,FINCA CAFETALERA LA SUIZA,"PRODUCTORA AGRICOLA Y GANADERA FINCA LA SUIZA, S.P.R. DE R.L. DE C.V.",TUXTLA GUTIERREZ,PRODUCTORA AGRICOLA Y GANADERA FINCA LA SUIZA,100,1,AMECAFE,2012,"September 11th, 2012",Typica,Completed,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,Sample  81.67,13%,1 full defects,0,Green,13 full defects,"September 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1650,
81.67,JOSE LUIS MUNOZ GUERRERO,Mexico,,,YAJALON,MAYA BINIK,15,1,AMECAFE,2012,"August 30th, 2012",Bourbon,Completed,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,Sample  81.67,11%,0 full defects,0,Green,4 full defects,"August 30th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1400,
81.67,CHRISTINA DUSING,Mexico,UCIPA SANTA CATARINA,,VERACRUZ,CESAR SANTIZ LOPEZ,275,1,AMECAFE,2012,"July 27th, 2012",Bourbon,Completed,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,Sample  81.67,11%,0 full defects,0,Green,2 full defects,"July 27th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1200,
81.67,ALFREDO BOJALIL,Mexico,FINCA NUEVA LINDA,ECOMTRADING,"LA CONCORDIA, CHIAPAS",OCTAVIO MOGUEL FARRERA,250,1,AMECAFE,2012,"April 2nd, 2012",Bourbon,Completed,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,Sample  81.67,11%,0 full defects,0,Green,2 full defects,"April 2nd, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1400,
81.67,MIGUEL CORTES MORENO,Mexico,SACÚN PALMA,"ESTRATEGIAS CONSTRUCTIVAS CORZU, S.A. DE C.V.","SACÚN PALMA, MUNICIPIO DE CHILÓN, CHIAPAS",ARMANDO GUTIEREZ GUZMÁN,12,1,AMECAFE,2012,"February 29th, 2012",Caturra,Completed,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,Sample  81.67,11%,0 full defects,0,Green,4 full defects,"February 28th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,940,
81.67,Kona Pacific Farmers Cooperative,United States (Hawaii),,CQI,Kona,,13,45.3592,Specialty Coffee Association,2012,"February 8th, 2012",Hawaiian Kona,Completed,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,Sample  81.67,10%,1 full defects,0,Green,1 full defects,"February 7th, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
